A,364,20190627 16:32:24,W1,79.63,79.34,76.83,81.46,91.6,P39
A,376,20190627 16:33:46,W1,74.88,78.81,77.8,85.78,107,P42
B,16,20190627 15:44:12,W1,101.5,86.14,48.82,34.04,17.69,P2
B,19,20190627 15:44:19,W1,79.24,65.92,32.34,14.29,15.11,P2
B,22,20190627 15:44:26,W1,91.73,62.38,62.5,47.47,23.32,P2
B,28,20190627 15:45:22,W1,62.66,51.5,36.63,38.4,19.31,P3
B,31,20190627 15:45:33,W1,70.67,57.35,58.25,36.55,18.15,P3
B,34,20190627 15:45:40,W1,91.48,84.07,52.68,29.03,14.31,P3
B,40,20190627 15:47:26,W1,5.068,5.88,9.481,12.12,7.821,P4
B,43,20190627 15:47:32,W1,74.21,54.42,57.19,31.54,26.36,P4
B,46,20190627 15:47:38,W1,92.01,61.56,43.51,33.92,28.73,P4
B,52,20190627 15:48:34,W1,8.719,6.705,7.412,6.345,4.561,P5
B,55,20190627 15:48:40,W1,23.11,32.24,33.92,22.27,15.56,P5
B,58,20190627 15:48:47,W1,37.03,44.48,24.72,24.46,15.49,P5
B,64,20190627 15:50:47,W1,83.86,54.2,35.04,27.88,17.95,P8
B,67,20190627 15:50:53,W1,63.06,50.97,41.02,26.26,15.05,P8
B,70,20190627 15:51:00,W1,60.13,47.62,24.36,18.4,16.25,P8
B,76,20190627 15:52:00,W1,43.25,60.38,52.14,41.68,30.45,P9
B,79,20190627 15:52:09,W1,62.53,52.77,29.15,25.88,18.15,P9
B,82,20190627 15:52:16,W1,4.829,23.16,31.63,14.71,14.01,P9
B,88,20190627 15:53:20,W1,50.03,46.2,56.77,31.42,15.35,P11
B,91,20190627 15:53:24,W1,104.1,106.8,66.02,47.54,19.23,P11
B,94,20190627 15:53:30,W1,41.95,40.55,31.02,17.13,12.4,P11
B,100,20190627 15:54:22,W1,58.48,37.28,27.73,22.42,22.11,P12
B,103,20190627 15:54:28,W1,54.63,30.68,23.18,19.88,8.499,P12
B,106,20190627 15:54:33,W1,45.01,20.76,23.99,17.04,10.42,P12
B,112,20190627 15:56:14,W1,23.45,27.96,44.06,36.8,21.92,P13
B,115,20190627 15:56:18,W1,39.55,62.8,54.84,31.55,20.78,P13
B,118,20190627 15:56:24,W1,88.86,48.3,42.89,27.72,13.77,P13
B,124,20190627 15:57:19,W1,19.91,27.77,23.59,13.37,10.61,P14
B,127,20190627 15:57:23,W1,75,36.17,26.96,22.6,10.84,P14
B,130,20190627 15:57:27,W1,44.03,37.52,25.26,11.88,7.731,P14
B,136,20190627 15:59:19,W1,30.14,47.43,30.86,26.47,13.73,P15
B,139,20190627 15:59:25,W1,60.61,51.44,44.76,34.39,18.19,P15
B,142,20190627 15:59:31,W1,63.68,71.35,73.57,45.9,28.23,P15
B,148,20190627 16:00:33,W1,51.74,35.26,33.31,21.61,14.59,P16
B,151,20190627 16:00:38,W1,14.58,23.9,10,6.456,3.267,P16
B,154,20190627 16:00:43,W1,13.68,22.49,15.73,15.24,8.554,P16
B,160,20190627 16:02:12,W1,63.95,50.79,38.93,24.16,18.83,P17
B,163,20190627 16:02:17,W1,43.8,46.65,32.94,25.87,21.59,P17
B,166,20190627 16:02:24,W1,30.85,44.35,43.85,33.94,29,P17
B,172,20190627 16:03:15,W1,33.51,24.32,18.38,10.28,6.351,P18
B,175,20190627 16:03:27,W1,0.6719,0.6448,5.409,9.278,7.208,P18
B,178,20190627 16:03:35,W1,53.49,28.68,21.35,15.34,11.93,P18
B,184,20190627 16:04:32,W1,37,32.97,26.08,15.48,13.53,P20
B,187,20190627 16:04:37,W1,51.23,55.35,48.76,36,27.43,P20
B,190,20190627 16:04:43,W1,35.73,28.5,23,17.74,11.06,P20
B,196,20190627 16:05:43,W1,36.37,28.16,37.58,28.48,16.76,P21
B,199,20190627 16:05:48,W1,72.23,64.26,46.04,32.46,20.25,P21
B,202,20190627 16:05:53,W1,39.84,47.3,22.54,13.66,10.49,P21
B,208,20190627 16:08:29,W1,71.25,47.29,29.66,21.16,18.3,P23
B,211,20190627 16:08:33,W1,21.02,33.03,42.42,25.97,12.46,P23
B,214,20190627 16:08:39,W1,12.02,43.29,36.84,21.32,12.44,P23
B,220,20190627 16:09:20,W1,22.76,28.67,28.8,16.79,12.01,P24
B,223,20190627 16:09:25,W1,74.54,50.66,28.78,14.78,11.09,P24
B,226,20190627 16:09:30,W1,56.47,58,57.84,44.4,24.05,P24
B,232,20190627 16:10:59,W1,30.31,39.45,29.15,24.09,11.85,P27
B,235,20190627 16:11:03,W1,71.17,66.11,57.89,29,15.01,P27
B,238,20190627 16:11:08,W1,76.43,78.34,44.76,30.2,22.64,P27
B,244,20190627 16:12:13,W1,83.31,85.64,81.92,77.6,73.37,P28
B,247,20190627 16:12:19,W1,12.62,22.13,13.17,16.49,13.9,P28
B,250,20190627 16:12:22,W1,33.81,49.02,58.67,24.6,12.7,P28
B,253,20190627 16:12:27,W1,32.43,19.88,14.27,9.816,8.479,P28
B,259,20190627 16:16:16,W1,65.67,41.17,28.4,15.36,10.16,P29
B,262,20190627 16:16:25,W1,15.91,32.19,49.88,24.38,12.02,P29
B,265,20190627 16:16:32,W1,9.989,13.6,17.45,10.62,6.343,P29
B,271,20190627 16:17:24,W1,28.96,35.29,37.42,42.71,23.24,P30
B,274,20190627 16:17:30,W1,84.81,59.95,60.06,49.31,27.09,P30
B,277,20190627 16:17:36,W1,44.89,68.67,55.03,37.07,21.88,P30
B,283,20190627 16:18:37,W1,55.59,40.04,25.04,20.58,10.4,P32
B,286,20190627 16:18:43,W1,52.1,35.01,38.74,21.45,15.6,P32
B,289,20190627 16:18:49,W1,39.5,27.91,17.95,11.85,5.524,P32
B,295,20190627 16:22:13,W1,12.92,31.35,29.29,17.56,12.79,P32
B,298,20190627 16:22:19,W1,76.35,39.15,36.9,23.69,13.68,P32
B,301,20190627 16:22:25,W1,53.84,49.84,40.14,19.96,6.983,P32
B,307,20190627 16:23:25,W1,58.63,32.46,20.45,14.08,6.025,P33
B,310,20190627 16:23:29,W1,58.67,29.78,19.25,11.35,5.581,P33
B,313,20190627 16:23:36,W1,19.31,32.52,16.49,10.31,7.602,P33
B,319,20190627 16:25:56,W1,66.22,62.15,51.65,31.06,11.97,P34
B,322,20190627 16:26:02,W1,55.76,63.47,38.63,32.72,16.16,P34
B,325,20190627 16:26:09,W1,24.51,20.19,11.34,5.53,3.334,P34
B,331,20190627 16:27:59,W1,42.03,6.433,20.27,21.83,9.227,P35
B,334,20190627 16:28:04,W1,66.01,46.59,43.86,27.72,19.37,P35
B,337,20190627 16:28:10,W1,33.93,29.91,35.06,5.501,12.29,P35
B,343,20190627 16:30:22,W1,74.76,48.58,38.8,24.8,11.93,P36
B,346,20190627 16:30:27,W1,78.19,63.59,27.66,10.03,14.27,P36
B,349,20190627 16:30:32,W1,17.14,14.64,9.742,11.14,8.202,P36
B,355,20190627 16:31:18,W1,19.23,29.16,23.89,16.75,15.02,P37
B,358,20190627 16:31:26,W1,30.62,22.6,27.9,16.96,12.69,P37
B,361,20190627 16:31:30,W1,15.14,7.178,12.49,7.688,4.833,P37
B,367,20190627 16:32:31,W1,35.28,32.24,26.27,16.3,11.23,P39
B,370,20190627 16:32:35,W1,77.72,54.03,36.95,20.39,16.35,P39
B,373,20190627 16:32:38,W1,79.46,67.71,29.14,16.51,12.34,P39
B,379,20190627 16:33:52,W1,43.14,14.07,14.67,14.43,9.504,P42
B,382,20190627 16:33:57,W1,12.6,11.63,9.257,9.705,9.847,P42
B,385,20190627 16:34:04,W1,64.07,63.7,48.74,33.77,13.13,P42
